proyecto_id,nombre,descripcion,fecha_inicio_plan,fecha_fin_plan,fecha_inicio_real,fecha_fin_real,horas_totales,horas_trabajadas,estado_id,tipo_proyecto_id,cliente_id,defectos_detectados,metadata_extraccion,catalogo_id
897,Sistema RRHH VR,Presenta embargo diversas quedó condiciones no norte diferentes.,2025-09-05,2025-12-31,2025-09-13,2025-11-25,1282,955,4,5,356,5,0,897
898,Plataforma E-Commerce QD,Será pequeño entonces público grupo.,2020-05-18,2021-07-31,2020-05-11,2021-08-04,1775,1653,4,1,340,4,0,898
899,Gestión Documental RM,Francia fondo opinión pese pacientes ministro.,2024-10-07,2025-04-16,2024-10-09,2025-04-20,1721,1528,4,4,50,7,0,899
900,Plataforma E-Commerce WH,Uso encontrar tan precios siempre grado josé tan.,2022-09-13,2023-12-13,2022-09-23,2023-12-21,2341,1200,4,4,306,4,0,900
901,App Inventarios LO,Vino expresión usted pesar.,2020-09-09,2021-08-12,2020-09-20,2021-08-19,400,260,4,5,72,0,0,901
902,Portal Clientes UP,Democracia dónde abril tener estuvo esto sólo.,2022-06-10,2024-07-15,2022-06-06,,1315,569,2,5,316,0,0,902
903,Sistema RRHH LR,García idea g esos nuestro paciente.,2022-03-16,2024-06-17,2022-03-28,2024-06-22,1023,692,4,5,154,5,0,903
904,App Inventarios SC,Tres igual c psoe recursos título puedo.,2021-06-13,2022-07-03,2021-06-12,2022-07-09,1227,1096,4,5,314,1,0,904
905,Aplicación CRM CL,Tal apoyo niveles principio autor acto sería aquella.,2024-04-14,2025-09-18,2024-04-07,,1746,699,3,1,28,0,0,905
906,Sistema Flotas JV,Tanto lejos problemas difícil sobre mayor pudo.,2021-08-02,2022-03-06,2021-08-04,2022-03-11,2568,971,4,2,16,10,0,906
907,App Inventarios EI,Respuesta amor calle energía ya habrá pueda zonas los.,2023-08-02,2025-02-01,2023-08-07,2025-02-09,832,543,4,5,223,3,0,907
908,Gestión Documental EV,Haciendo mundo humana largo niño fin como costa.,2023-11-19,2025-02-04,2023-11-30,2025-02-06,1631,1593,4,4,185,2,0,908
909,Sistema RRHH LK,Régimen soy unas participación elecciones educación estoy dos muerto.,2021-12-28,2022-10-27,2021-12-22,,2793,1578,2,2,9,0,0,909
910,Sistema Flotas WG,Europa juez dan estoy me.,2024-05-10,2025-12-31,2024-05-13,2025-11-25,2867,2743,4,4,413,8,0,910
911,Aplicación CRM KT,Peor semanas dentro aquellas llevar quien luz lenguaje blanca llegar.,2021-03-15,2021-12-11,2021-03-12,,2575,1943,2,4,283,0,0,911
912,Portal Clientes ZW,Antonio visto pudo punto personas falta cosas asociación anterior.,2022-01-30,2023-12-06,2022-02-11,2023-12-06,1420,678,4,5,4,4,0,912
913,Sistema ERP Alpha JR,Solución puerta nuestros internacional aquellos puedo ambiente esfuerzo existencia principios.,2022-01-24,2023-06-24,2022-02-01,,2068,828,2,3,296,0,0,913
914,Plataforma Reservas WG,Además serán españa lejos pp mirada marcha medios.,2023-05-08,2025-10-08,2023-05-02,2025-10-10,1386,500,4,5,58,3,0,914
915,App de Tareas IE,Necesario carta plan países evitar llega solo buena.,2020-01-05,2020-07-05,2019-12-28,,2952,1233,2,3,385,0,0,915
916,Plataforma Reservas NM,Posibilidades siquiera hoy he bajo siendo buena tomar.,2023-08-15,2025-01-01,2023-08-26,,2735,2391,2,2,46,0,0,916
917,Sistema ERP Alpha JS,Saber informe entre curso libertad tenía acto.,2020-11-26,2023-03-01,,,3095,623,1,3,463,0,0,917
918,Sistema RRHH DZ,Van consecuencia siete producción cuestión.,2021-05-14,2022-06-01,2021-05-15,,1078,617,2,5,241,0,0,918
919,Sistema Flotas UI,Sociales radio un tomar grande relaciones han medios médico mayor.,2023-10-30,2025-08-09,2023-10-28,2025-08-19,1022,432,4,5,19,4,0,919
920,Gestión Documental GX,Momentos exterior r estaba cual espacio peso comercio otros.,2020-01-22,2021-07-24,2020-02-06,2021-07-26,1944,1752,4,1,294,3,0,920
921,Plataforma Reservas VT,Problemas hijos cuyo tribunal siendo bueno son dolor movimiento mi.,2025-02-05,2025-12-31,2025-02-20,2025-11-25,2870,1889,4,2,43,8,0,921
922,Plataforma Reservas RX,Ir trabajadores materia o público luis dado.,2023-10-20,2025-07-13,2023-10-29,2025-07-14,2029,961,4,3,141,7,0,922
923,App Inventarios UT,Especialmente persona todo finalmente relación.,2020-09-18,2021-11-04,2020-09-16,2021-11-11,2514,2340,4,4,338,9,0,923
924,Plataforma Reservas IG,Principales lleva salud hora r francia.,2022-01-28,2023-02-08,2022-01-22,,1302,982,2,1,271,0,0,924
925,Sistema RRHH UH,Edad otro policía algunos larga silencio contenido ningún conseguir te.,2025-06-01,2025-12-31,2025-05-29,,2691,1743,2,4,79,0,0,925
926,Sistema Flotas VT,Estoy tras sean valores médico otros esfuerzo peor cuadro.,2024-11-08,2025-12-31,2024-11-21,2025-11-25,1663,346,5,2,327,5,0,926
927,App Inventarios QT,Ésta salida unas atrás puerta pronto humano anterior sean diferencia pueblo.,2025-09-17,2025-12-31,2025-09-21,,707,244,2,1,420,0,0,927
928,Sistema RRHH CM,Armas viene esos seis es idea quien público.,2025-02-04,2025-12-31,2025-02-15,2025-11-25,878,819,4,5,244,2,0,928
929,Gestión Documental YO,País tarde sabía nadie mesa fernando color visto.,2023-07-31,2024-05-27,2023-08-15,2024-06-06,1048,1029,4,4,272,3,0,929
930,App de Tareas OM,Encuentra nuevos mar programa respecto unidad política salida.,2024-03-30,2025-05-12,2024-04-09,2025-05-15,799,425,4,1,272,1,0,930
931,Gestión Documental NI,Plaza mis este industria arriba blanco.,2024-10-09,2025-12-31,2024-10-07,,2686,1232,3,3,334,0,0,931
932,Portal Clientes WF,Actitud popular podía d julio niño.,2021-04-29,2022-05-22,,,2888,231,1,4,300,0,0,932
933,Aplicación CRM NL,Elementos garcía especial ideas d derecho.,2024-03-04,2024-12-27,2024-03-15,,2929,1177,2,2,395,0,0,933
934,Sistema ERP Alpha PY,Millones importantes parís gran estados flores civil cual primer fácil.,2023-05-31,2025-04-07,2023-06-03,,739,366,3,1,6,0,0,934
935,Portal Clientes JA,D base favor respecto dios sino electoral estilo.,2025-05-30,2025-12-31,2025-06-12,,2439,1861,2,4,351,0,0,935
936,Plataforma Reservas UG,Apenas tarde minutos alrededor maría llama luego instituciones ciento el.,2022-11-03,2024-11-24,2022-10-25,,1868,1016,2,1,18,0,0,936
937,Plataforma Reservas WD,Hechos según cine base base social.,2020-03-31,2022-09-04,2020-03-23,,1298,881,2,2,458,0,0,937
938,Plataforma Reservas NO,Actividades jefe aunque civil fondo más.,2025-03-09,2025-12-31,2025-03-21,,778,416,3,5,392,0,0,938
939,Plataforma E-Commerce PK,Hubo tiempos marzo más elecciones mantener razón diez será humana.,2023-11-23,2025-12-31,2023-11-21,,1908,1389,3,1,240,0,0,939
940,App Inventarios XU,Tienen pone distintas real luis vio agua.,2023-12-03,2025-12-31,2023-12-17,2025-11-25,2527,1673,4,3,463,9,0,940
941,Gestión Documental DP,Sector número misma visto república precio aumento tribunal pequeña centro.,2020-08-04,2023-01-13,2020-08-02,,2123,1277,2,3,199,0,0,941
942,App Inventarios AV,Acto camino económica futuro buen.,2023-07-19,2024-10-21,2023-07-29,2024-10-26,2408,2217,4,2,252,6,0,942
943,Plataforma E-Commerce QT,Hacia riesgo reunión banco o cerca artículo luis hijo unidad.,2020-05-03,2022-03-20,2020-05-15,,1235,1113,2,2,221,0,0,943
944,Gestión Documental XZ,Pueda mediante plazo estado hija acerca cine enero quedó méxico.,2025-08-01,2025-12-31,2025-08-15,2025-11-25,1770,1687,4,1,38,4,0,944
945,Sistema RRHH VJ,Produce situación país dónde cada revolución siguiente.,2022-01-30,2023-05-07,2022-01-28,2023-05-12,677,574,4,1,335,1,0,945
946,Plataforma E-Commerce WQ,Tierra imagen plazo ambiente jóvenes podemos pequeño entonces.,2022-06-15,2024-11-01,2022-06-20,2024-11-08,1655,1518,4,1,295,9,0,946
947,Portal Clientes BO,Contrario quería partir vivir jóvenes familia viaje plaza.,2021-04-24,2023-07-21,2021-04-14,,1706,997,3,1,416,0,0,947
948,Sistema Flotas VZ,Algunos luis campo oficial ha bajo.,2022-07-30,2024-07-05,2022-08-06,2024-07-06,1496,690,4,4,419,4,0,948
949,App de Tareas JL,Carlos valores entrada n.,2023-06-14,2025-06-15,2023-06-14,,1348,688,2,1,29,0,0,949
950,Portal Clientes EN,Aquellas encuentro respuesta economía recursos calle.,2024-02-16,2025-04-04,2024-02-11,,3326,2100,2,3,390,0,0,950
951,Sistema RRHH PK,Resultados atención tampoco cargo tiene tarde agua días color metros.,2021-01-06,2022-08-20,2020-12-30,,2024,1836,2,2,197,0,0,951
952,App Inventarios PM,Nuevas apoyo silencio por humanos mirada plazo pp.,2021-09-21,2022-12-13,2021-09-12,2022-12-20,1776,1254,4,4,454,4,0,952
953,Plataforma Reservas XQ,Última según proyecto donde allá.,2024-07-19,2025-11-20,2024-08-03,,2592,1886,2,4,123,0,0,953
954,Sistema ERP Alpha VI,Blanca yo sol final mis.,2021-07-21,2022-09-15,2021-07-12,,1320,511,2,5,256,0,0,954
955,Plataforma Reservas SP,Desarrollo región nueva paciente algunas alguna miedo.,2020-07-16,2022-02-22,2020-07-12,,1430,1045,3,1,404,0,0,955
956,App Inventarios IH,Así guerra plan salir actividad quiero práctica.,2022-09-17,2023-03-30,2022-09-30,2023-04-07,3197,2547,4,4,268,8,0,956
957,Sistema ERP Alpha YO,Tipo ante hace cuatro gracias.,2021-10-29,2022-12-24,2021-11-03,,2802,1887,2,2,377,0,0,957
958,App Inventarios MF,Apoyo comunicación podrá estaba tendrá fácil muchos.,2025-05-26,2025-12-31,,,858,1,1,2,333,0,0,958
959,Sistema Flotas NW,Flores incluso seis meses blanco quienes educación derecho siquiera.,2022-03-31,2023-06-07,2022-03-26,,1534,1226,2,1,421,0,0,959
960,Plataforma E-Commerce IP,Muchas importancia llegar mediante perdido deseo necesario tuvo.,2024-05-02,2025-09-22,2024-05-11,2025-09-28,833,789,4,1,419,4,0,960
961,Sistema RRHH EF,Cual humano plaza dijo pregunta programa.,2025-11-04,2025-12-31,2025-11-04,,2381,1219,3,4,104,0,0,961
962,Aplicación CRM IL,Cultural serán nuestra carácter respecto popular.,2020-11-15,2023-07-18,2020-11-30,2023-07-24,681,610,4,5,295,2,0,962
963,Gestión Documental RT,Fuera boca sé sistema antonio personas pasado pocos paso justicia soy.,2025-01-23,2025-12-31,2025-01-17,2025-11-25,847,779,4,1,172,1,0,963
964,Portal Clientes YA,Desarrollo ojos comenzó período acción largo artículo.,2022-09-06,2024-04-15,2022-09-14,,2596,1253,2,2,284,0,0,964
965,App Inventarios CT,Contrario fecha y concepto yo fondo autor madrid cara.,2022-05-01,2023-02-04,2022-04-21,,1170,580,2,5,406,0,0,965
966,Sistema Flotas BT,Haber vivir tierra puerta varios enero.,2022-10-08,2024-04-07,2022-10-07,2023-12-18,1165,311,5,2,4,0,0,966
967,Plataforma E-Commerce JJ,Conciencia francisco mediante nosotros e va.,2024-01-30,2024-09-19,2024-02-02,2024-04-10,3071,293,5,3,328,5,0,967
968,Gestión Documental UL,Propios sistemas práctica ex lenguaje santa cuerpo diversas plan.,2020-07-03,2021-08-07,2020-07-04,2021-08-09,1360,1222,4,4,93,8,0,968
969,Sistema Flotas GD,Muchas único carne general hombre dejó voz características.,2023-07-09,2025-10-05,2023-07-10,2025-10-12,595,466,4,5,61,1,0,969
970,Sistema ERP Alpha JJ,Dicho nuestro durante centro pedro serán hombres tenido aquel como.,2020-07-30,2022-09-09,2020-07-26,2022-09-11,1932,1665,4,2,238,8,0,970
971,App Inventarios YS,Constitución creo psoe sean ejemplo semana guerra tengo.,2021-09-10,2023-10-06,2021-09-21,,1722,750,2,4,243,0,0,971
972,Sistema RRHH RT,Mis sean o algo papel antonio capacidad.,2020-05-29,2022-01-26,2020-05-27,,2429,1451,2,3,187,0,0,972
973,Plataforma Reservas HD,Puerta fuerte explicó lenguaje instituciones señor resultado tú claro donde.,2020-08-22,2022-07-29,2020-09-04,2020-10-24,1177,192,5,4,456,2,0,973
974,Plataforma Reservas KF,Libros apenas tenían u durante material actividades flores llevar materia.,2023-08-31,2025-02-13,2023-08-28,2025-02-14,637,360,4,5,249,5,0,974
975,Portal Clientes RD,Dicen afirmó cómo mercado frente libre miembros práctica modelo.,2023-09-05,2025-09-27,2023-09-19,2024-01-05,2134,483,5,2,215,6,0,975
976,Portal Clientes BZ,Cuanto elementos ex se real debe ciencia experiencia llega apenas.,2025-07-23,2025-12-31,2025-07-15,2025-11-25,2338,1082,4,2,212,14,0,976
977,Sistema Flotas QM,Particular aparece ocho administración social todas llegar mundo época solamente.,2020-05-02,2021-06-03,2020-05-06,,1685,1146,3,2,224,0,0,977
978,Aplicación CRM XI,Empresa tiempo comercio propuesta pudo dice tenía proyectos lado has.,2023-01-09,2024-08-03,2023-01-07,,1795,724,2,4,70,0,0,978
979,Gestión Documental BI,Ellos siguientes sus santiago salida haber está media dentro.,2023-03-28,2025-01-28,2023-03-22,,522,369,3,5,17,0,0,979
980,Aplicación CRM LH,Septiembre sociales común justicia sea.,2021-10-13,2023-12-30,2021-10-10,,1701,1420,3,4,235,0,0,980
981,Sistema Flotas HF,Ellas explicó especial fuera tanto sociales estaban militar solamente su.,2023-03-26,2025-06-06,2023-04-02,2025-06-13,748,658,4,5,405,1,0,981
982,Plataforma E-Commerce ZA,Rosa menos creo propio él deseo encima proceso.,2025-12-18,2025-12-31,2025-11-25,2025-11-25,2739,1900,4,2,251,8,0,982
983,Sistema RRHH FP,Junio una buscar metros presenta muy hija nueva.,2020-01-29,2020-12-31,2020-02-06,2021-01-08,2140,1875,4,2,127,5,0,983
984,Sistema RRHH IH,Nacional futuro ser especialmente situación carta.,2022-06-29,2024-09-21,2022-06-20,2024-09-23,410,318,4,5,77,1,0,984
985,App de Tareas XN,Distintos capital pueden juego política costa existencia española particular.,2021-05-19,2022-10-31,2021-05-21,,1471,1208,2,1,259,0,0,985
986,Plataforma E-Commerce BF,Largo hubo armas nombre semana nuestras.,2022-10-27,2024-03-15,2022-10-24,,1526,1443,2,1,357,0,0,986
987,App Inventarios BE,Campaña nuevo quién resultado fecha.,2024-06-19,2025-12-20,2024-06-20,,1892,939,3,4,7,0,0,987
988,Gestión Documental KK,No presenta tres vuelve poco.,2024-01-17,2025-01-02,2024-01-12,,1582,255,2,1,47,0,0,988
989,Plataforma E-Commerce DA,Mediante asociación costa de nuevos revolución modo real televisión instituto.,2025-09-07,2025-12-31,2025-09-11,2025-11-25,449,353,4,5,293,0,0,989
990,Plataforma E-Commerce TG,Figura principios civil primera hijos puerto otras amigos miedo.,2023-06-08,2025-07-22,2023-06-20,,3283,1952,2,3,405,0,0,990
991,App de Tareas SN,Cuerpo obra marcha casos seguro.,2023-12-06,2024-10-02,2023-11-27,,2363,472,2,4,37,0,0,991
992,Plataforma Reservas QL,Mundial rafael público revolución mil pesar decir estructura capaz actitud.,2023-04-11,2024-09-28,2023-04-20,2024-10-04,824,630,4,5,139,2,0,992
993,Sistema ERP Alpha OD,Paciente no económico g mano servicio.,2020-02-06,2022-08-05,2020-01-30,,3818,2003,3,3,346,0,0,993
994,Aplicación CRM KE,Asociación he zonas blanca camino flores grupos ojos mediante.,2022-05-17,2023-07-20,2022-05-12,2023-07-22,1348,1128,4,1,317,2,0,994
995,Aplicación CRM PX,Carne pesetas área mis cuestión efecto pasa medidas existencia programa.,2024-05-31,2025-12-31,2024-05-28,,1366,745,2,2,364,0,0,995
996,Portal Clientes QE,Actual sus ministerio dijo hicieron s hacia momentos.,2021-01-27,2022-12-11,2021-01-27,2022-12-16,829,740,4,5,378,4,0,996
997,Plataforma Reservas WT,Cultura líder eso santiago prensa hijo pacientes términos muchos.,2025-10-15,2025-12-31,2025-10-16,,2111,1587,3,3,217,0,0,997
998,Plataforma E-Commerce OX,Dentro mayores próximo libros.,2024-10-14,2025-08-27,2024-10-26,2025-09-06,651,635,4,5,257,1,0,998
999,Plataforma Reservas HH,Felipe dios realidad encuentran tenido.,2023-03-09,2024-07-14,2023-03-05,2024-07-16,2507,1966,4,4,150,8,0,999
1000,Plataforma Reservas KG,Opinión intereses importante precios vivir encuentra.,2025-03-09,2025-12-31,2025-03-02,,3962,3645,2,3,92,0,0,1000
